total_objects,productive_count,distracting_count,neutral_count,productive_ratio,distracting_ratio,focused_score,avg_object_area,total_area_coverage,avg_confidence,clutter_score,has_laptop,has_phone,has_book,has_person,label
7,0,3,1,0.0030656130596901313,0.48762752364074313,-0.7742950462494252,0.09296309049568297,0.4355442597355006,0.7407757038739439,0.6288194573477204,0,1,1,0,0
7,0,2,1,0.04553535739064057,0.5380892571206769,-0.4448116428975338,0.18490670296222111,0.4974186321360474,0.7106776298094993,0.7971267355996282,0,1,0,0,0
6,1,2,1,0.1032693016764677,0.6698431411664865,-0.5922906512271371,0.16621150757824824,0.6816132510340162,0.7164180353318865,0.745152201164965,0,1,1,0,0
6,1,3,2,0.2661168407912221,0.7201419516093627,-0.3361348408584512,0.09107417504879087,0.5385286075441473,0.664875097016643,0.7601285072297086,0,1,0,0,0
7,0,3,2,0.35521562574404714,0.639476960927639,-0.4484924730266092,0.09666455916758204,0.34629504267148215,0.5462964695849238,0.46873939253083785,1,1,0,1,0
4,0,2,2,0.21299707977485866,0.5795412286698833,-0.7409253336188204,0.12792424980736292,0.6640538547128536,0.7424067889719659,0.4864205460046749,0,1,0,0,0
5,1,4,1,0.11015246970216741,0.5225253995112851,-0.24771038805544465,0.13357034196818987,0.619352136207341,0.7467267121004836,0.7430249350645135,1,1,0,1,0
4,0,2,2,0.28223434505752987,0.6753620073968547,-0.5378129790859151,0.10002322420385035,0.472211735384883,0.5427782432245726,0.7560388140735234,0,0,0,1,0
6,0,4,3,0.028684755539060403,0.5638515579580928,-0.5821477534556245,0.16125447676820115,0.5423116997810761,0.609378118459262,0.48715702170199604,1,1,0,0,0
7,1,4,3,0.38560696284708096,0.5536826851943202,-0.7727027911975619,0.08371469491032123,0.4551947039787478,0.5480074809389582,0.4093408385312744,1,1,0,1,0
7,0,3,1,0.18960257139326236,0.5776510852663007,-0.1035994188584749,0.1454457345461963,0.33528068151594825,0.682063202473079,0.460633717147952,0,1,0,1,0
3,0,2,2,0.0673347823676521,0.49876297066703423,-0.21301554956802027,0.1227422776541113,0.6307259895185675,0.7127041172861096,0.4708683701087462,0,1,0,1,0
6,0,2,3,0.05567868053827821,0.5776174996808812,-0.3616359750052553,0.13866773981509417,0.4607115202617297,0.7981545166699096,0.7521259048595709,1,1,0,0,0
7,1,2,1,0.28435388667292766,0.7627771235339336,-0.7073393346755193,0.1511617400432717,0.53964823401613,0.6060382221640348,0.5833865698277032,0,1,0,0,0
6,0,3,2,0.3776168375301592,0.4595183877620463,-0.47612707645422453,0.19771848537952222,0.4933629743892586,0.7590642567543635,0.635492608852528,0,1,0,1,0
5,0,2,3,0.2309116116932525,0.7462308582498209,-0.11348245949159941,0.12891010502885802,0.6310075688425212,0.7293583383964153,0.6294115805822293,1,1,0,1,0
3,0,2,1,0.357236082078166,0.4249830374476286,-0.18157466590975746,0.13379828664433066,0.5041729956016928,0.6879777533279631,0.7705530426920347,0,1,0,1,0
4,1,3,1,0.14348621016680538,0.721774883071802,-0.604868089309813,0.10528459566406438,0.6829792076152384,0.5026589855340406,0.7991283422727913,1,1,0,0,0
3,1,2,1,0.29619045278140765,0.45714011492033546,-0.2726004544201216,0.1722707338529169,0.5634162062680219,0.729834779838676,0.738368575871093,1,0,0,0,0
6,1,4,2,0.1224549363518373,0.6196521345108691,-0.3575371193456304,0.14924487973542933,0.5791025104293718,0.5018266244719517,0.4403764799910086,1,1,0,1,0
6,1,3,2,0.029160734147161405,0.5611493130530549,-0.5932966541664397,0.10788611876672574,0.41240179956348544,0.7410448229890654,0.7716912214527416,0,1,0,0,0
3,0,2,2,0.3915924460699236,0.6413972384173515,-0.5495301411205158,0.15773809351886342,0.349168271386155,0.7665977240796196,0.6012335803119346,0,1,0,0,0
4,1,3,2,0.3290139177536787,0.7215834030210082,-0.4132493228144776,0.14242038707729016,0.35715038453576464,0.7326038451209407,0.5085637521786858,0,1,0,1,0
5,0,2,3,0.041099300980969346,0.4756158098910127,-0.251888353878287,0.16580464626208208,0.5373943051903738,0.7687180177778519,0.6333066071252182,0,1,1,0,0
6,0,2,1,0.05197196981428052,0.6259937430701015,-0.19341641277563915,0.14861709963285846,0.6628799286242488,0.7828951450448127,0.5689538088737224,0,1,0,0,0
4,0,2,3,0.3376994809623274,0.6703390985857346,-0.7026189057762388,0.11050776604984347,0.6502044906210465,0.5548421709970701,0.5113757633001739,0,1,1,0,0
6,0,4,1,0.019274404957318494,0.5440201863603914,-0.1302401291609997,0.14004813748522416,0.4730916544078818,0.6373098815477882,0.4835530896020655,0,1,0,1,0
4,0,2,3,0.28786152664421216,0.5484646459142968,-0.1911657763228024,0.16765956331505483,0.5590852684251686,0.7388721786688563,0.701609213971353,0,1,1,0,0
5,1,3,1,0.2728775522506442,0.5872616565204122,-0.3945773212376945,0.09024096037811899,0.31720278074677577,0.7000599981652765,0.7293237719282872,1,1,0,1,0
7,0,3,2,0.007731052367040414,0.4497473596002041,-0.5104501275569553,0.1391437501336936,0.46171589890194764,0.6592813035236282,0.6380526699622726,0,1,1,1,0
